"city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","rent.amount","fire.insurance"
"yes",93,3,2,2,7,"acept","not furnished",2200,28
"yes",36,1,1,1,8,"acept","not furnished",2150,28
"yes",78,2,2,1,2,"acept","furnished",7250,92
"yes",38,2,1,1,3,"acept","not furnished",1250,16
"no",101,3,2,2,1,"acept","not furnished",2200,28
"yes",400,4,5,5,0,"acept","not furnished",7200,109
"yes",65,2,1,0,4,"acept","not furnished",1450,19
"yes",248,3,4,3,2,"acept","not furnished",5300,68
"yes",360,3,5,6,17,"acept","not furnished",3000,39
"yes",47,2,1,1,6,"acept","not furnished",1500,20
"yes",56,1,1,1,8,"acept","not furnished",4600,59
"yes",190,3,3,1,3,"acept","not furnished",6300,80
"yes",69,3,1,1,8,"acept","not furnished",1350,18
"yes",235,3,2,2,5,"acept","furnished",7200,92
"yes",120,3,3,0,8,"acept","furnished",5112,17
"yes",70,1,1,1,2,"acept","not furnished",1200,16
"yes",196,3,5,3,3,"acept","furnished",8440,60
"yes",89,3,3,2,8,"not acept","not furnished",3800,49
"yes",33,1,1,1,5,"acept","not furnished",1500,20
"yes",68,1,2,1,6,"acept","furnished",9000,115
"no",110,3,2,2,7,"not acept","not furnished",2100,27
"yes",40,1,1,1,14,"not acept","furnished",3990,51
"no",999,5,7,8,0,"acept","not furnished",14000,211
"yes",33,1,1,0,1,"not acept","not furnished",1305,17
"yes",200,4,3,2,10,"acept","furnished",4500,58
"yes",82,2,2,2,4,"acept","not furnished",2827,36
"yes",240,4,2,2,6,"acept","not furnished",3000,39
"no",58,1,1,0,5,"acept","not furnished",900,12
"yes",80,2,2,1,8,"not acept","furnished",4500,58
"yes",300,4,2,6,0,"acept","not furnished",5000,76
"yes",400,4,5,3,0,"acept","not furnished",15000,226
"yes",161,4,3,2,1,"acept","not furnished",10000,127
"yes",365,4,5,6,4,"acept","not furnished",13900,177
"yes",120,3,3,2,23,"not acept","not furnished",7300,93
"no",104,2,2,2,7,"acept","furnished",4200,54
"yes",180,3,1,5,0,"acept","not furnished",6500,98
"yes",48,1,1,1,9,"not acept","furnished",4300,55
"yes",138,2,3,2,22,"acept","not furnished",9800,125
"yes",350,4,3,4,0,"acept","not furnished",7300,110
"yes",255,3,3,2,8,"acept","furnished",15000,191
"yes",98,2,3,3,13,"not acept","not furnished",4150,53
"no",136,4,5,2,10,"acept","not furnished",3800,49
"yes",190,3,3,4,0,"acept","furnished",4500,68
"yes",60,2,1,1,6,"acept","not furnished",1850,24
"yes",320,4,5,0,11,"acept","furnished",8700,142
"yes",40,2,1,0,0,"acept","not furnished",1100,17
"yes",100,4,1,0,0,"acept","not furnished",1600,25
"yes",90,2,1,0,0,"not acept","not furnished",2600,40
"yes",100,2,2,1,3,"acept","not furnished",2023,26
"yes",135,3,2,1,13,"acept","not furnished",7000,89
"yes",100,3,3,2,0,"not acept","not furnished",2000,31
"yes",65,3,1,0,1,"acept","not furnished",3655,47
"yes",387,4,6,4,1,"acept","not furnished",6400,82
"yes",235,3,3,1,3,"acept","not furnished",5150,66
"no",50,2,1,1,4,"not acept","not furnished",1500,20
"yes",77,2,2,2,18,"acept","not furnished",3000,39
"yes",120,3,3,1,14,"acept","not furnished",2950,38
"no",70,2,3,1,7,"acept","not furnished",2004,26
"yes",40,1,1,0,2,"acept","not furnished",1271,5
"no",295,7,6,4,0,"not acept","furnished",6200,94
"yes",320,3,3,4,0,"acept","not furnished",10000,151
"yes",100,2,1,1,10,"not acept","furnished",2900,37
"yes",153,4,3,3,3,"acept","not furnished",5500,70
"yes",85,3,3,2,3,"acept","not furnished",3566,11
"yes",450,4,4,3,0,"acept","not furnished",11500,173
"yes",50,1,1,0,1,"not acept","not furnished",810,11
"yes",90,2,2,1,3,"acept","not furnished",3000,39
"no",32,1,1,0,9,"not acept","not furnished",600,8
"yes",150,2,1,4,0,"acept","not furnished",2800,43
"yes",86,3,2,0,8,"acept","furnished",3400,44
"yes",230,3,5,3,3,"not acept","not furnished",11000,140
"yes",420,4,4,2,4,"acept","not furnished",13000,165
"yes",79,3,2,2,4,"acept","furnished",2900,37
"yes",400,4,4,4,0,"acept","furnished",10000,151
"yes",65,2,1,3,9,"acept","not furnished",2000,26
"no",73,3,2,2,1,"acept","not furnished",2096,27
"yes",45,1,1,1,1,"not acept","furnished",5520,70
"yes",800,5,7,6,0,"acept","not furnished",15000,226
"yes",60,2,1,1,8,"acept","furnished",1800,23
"yes",137,3,3,3,4,"acept","furnished",9800,125
"yes",100,3,2,1,4,"acept","not furnished",3700,47
"yes",100,3,3,2,0,"acept","not furnished",4100,62
"no",90,3,1,1,7,"acept","not furnished",1450,19
"no",166,4,3,3,6,"acept","not furnished",2150,28
"yes",180,3,2,2,6,"acept","not furnished",5500,70
"yes",300,2,3,2,0,"acept","furnished",3200,49
"yes",150,3,3,2,0,"acept","not furnished",2050,31
"yes",60,1,1,1,13,"acept","furnished",3900,50
"no",42,1,1,1,16,"not acept","furnished",1200,16
"no",46,1,1,0,7,"not acept","not furnished",700,9
"yes",40,1,1,1,5,"not acept","not furnished",4320,55
"no",55,1,1,1,6,"acept","not furnished",700,9
"yes",83,2,2,1,21,"acept","not furnished",4800,61
"yes",220,4,3,3,4,"acept","not furnished",4000,51
"yes",190,3,4,3,2,"acept","not furnished",5950,76
"yes",65,2,1,1,1,"acept","not furnished",2050,29
"yes",186,3,3,2,22,"not acept","not furnished",5435,69
"yes",80,1,1,0,0,"acept","not furnished",1200,19
"yes",175,3,4,3,7,"acept","not furnished",9000,115
"yes",95,3,2,0,0,"acept","not furnished",1690,26
"yes",86,3,1,1,6,"acept","not furnished",3150,40
"yes",300,4,4,3,0,"acept","not furnished",10000,151
"yes",108,4,3,2,4,"acept","not furnished",6500,83
"no",45,1,1,1,3,"acept","not furnished",600,8
"yes",37,1,1,0,16,"not acept","not furnished",1519,20
"yes",30,1,1,1,10,"not acept","furnished",3237,42
"yes",246,3,4,4,9,"acept","furnished",10000,127
"yes",234,3,5,3,17,"not acept","furnished",14000,178
"yes",73,2,2,1,6,"acept","furnished",5000,64
"yes",113,3,2,2,8,"acept","not furnished",2975,38
"no",110,3,3,2,0,"acept","not furnished",3200,49
"yes",400,3,2,8,0,"acept","furnished",15000,226
"yes",29,1,1,0,0,"not acept","not furnished",1430,19
"yes",140,2,2,2,0,"not acept","not furnished",2700,41
"yes",28,1,1,1,13,"not acept","furnished",2800,36
"yes",200,3,3,3,0,"acept","not furnished",7000,106
"yes",20,1,1,0,11,"not acept","not furnished",1850,24
"yes",88,3,2,2,11,"acept","furnished",5870,75
"yes",40,1,1,1,3,"acept","not furnished",1500,20
"yes",150,3,2,2,16,"acept","not furnished",5000,64
"yes",187,3,2,3,0,"acept","not furnished",3500,53
"yes",51,1,1,1,13,"acept","not furnished",2700,35
"yes",62,2,2,1,1,"not acept","furnished",5050,64
"yes",150,3,2,4,0,"acept","not furnished",9670,146
"yes",48,1,1,1,21,"not acept","furnished",6698,85
"no",60,2,1,1,0,"not acept","not furnished",830,13
"yes",53,1,1,1,5,"not acept","furnished",2600,33
"yes",74,2,1,2,9,"acept","furnished",6600,84
"yes",53,1,1,0,2,"not acept","not furnished",1680,22
"no",300,4,5,4,0,"acept","not furnished",4000,61
"yes",180,2,3,2,13,"acept","not furnished",12500,159
"yes",53,2,2,1,4,"acept","furnished",1650,13
"no",296,6,4,8,0,"acept","not furnished",5200,79
"yes",145,4,3,2,1,"acept","not furnished",4800,61
"yes",230,3,3,3,11,"acept","not furnished",4080,52
"yes",420,4,4,4,19,"acept","not furnished",11050,141
"yes",34,1,1,0,10,"acept","not furnished",1610,21
"yes",27,1,1,1,6,"not acept","not furnished",3700,47
"yes",17,1,1,0,1,"not acept","furnished",2200,28
"yes",64,2,1,2,10,"not acept","furnished",4000,51
"yes",645,5,8,8,0,"acept","not furnished",15000,226
"yes",68,2,2,1,6,"acept","not furnished",1339,16
"yes",68,1,1,1,12,"acept","furnished",6000,77
"yes",134,3,3,3,8,"acept","not furnished",2125,27
"yes",43,1,1,0,13,"acept","not furnished",1700,22
"yes",48,1,1,2,7,"acept","furnished",7000,89
"yes",220,5,4,3,0,"not acept","not furnished",8000,121
"yes",600,5,5,6,0,"acept","not furnished",15000,191
"yes",260,3,4,3,3,"acept","not furnished",1040,14
"yes",250,3,4,0,6,"acept","not furnished",5000,64
"yes",126,3,2,2,18,"not acept","not furnished",1680,22
"yes",62,2,2,0,6,"not acept","not furnished",1400,18
"yes",68,2,1,0,2,"not acept","not furnished",1300,17
"yes",195,4,3,4,7,"acept","not furnished",2700,35
"yes",57,2,2,1,22,"not acept","furnished",4500,58
"yes",556,4,5,7,0,"acept","not furnished",7000,106
"yes",70,2,1,1,14,"acept","not furnished",2400,31
"yes",105,3,2,3,1,"acept","not furnished",1900,25
"no",200,4,3,2,1,"acept","not furnished",3400,44
"yes",290,3,5,4,8,"acept","furnished",7000,89
"yes",90,2,2,1,7,"not acept","furnished",3910,15
"yes",94,1,2,2,2,"not acept","furnished",13000,165
"yes",130,3,4,2,11,"not acept","not furnished",2318,30
"yes",40,1,1,0,0,"acept","not furnished",1100,17
"yes",110,4,5,3,0,"acept","not furnished",3900,59
"yes",28,1,1,0,5,"acept","furnished",1764,23
"yes",240,3,3,3,11,"acept","furnished",10000,127
"yes",100,3,3,3,1,"acept","not furnished",3300,42
"yes",20,1,1,0,0,"acept","not furnished",2060,27
"yes",300,4,4,4,19,"acept","furnished",9000,115
"yes",16,1,1,0,1,"not acept","not furnished",850,11
"yes",90,2,1,0,2,"not acept","not furnished",1720,26
"yes",90,3,3,2,1,"acept","not furnished",1997,26
"yes",39,2,1,0,3,"acept","not furnished",1450,19
"no",578,4,5,8,0,"acept","not furnished",9500,143
"yes",180,3,2,1,0,"not acept","not furnished",3000,46
"yes",209,3,3,0,4,"acept","not furnished",4000,51
"yes",170,3,3,2,6,"acept","not furnished",9500,121
"yes",250,4,5,4,6,"acept","not furnished",9800,125
"yes",262,4,5,4,17,"acept","not furnished",2250,29
"yes",100,3,3,0,0,"acept","not furnished",1955,30
"yes",200,3,2,2,0,"acept","not furnished",2900,44
"yes",70,2,1,1,6,"acept","not furnished",3000,39
"yes",244,3,3,3,4,"acept","not furnished",8900,113
"yes",270,5,4,4,6,"not acept","not furnished",7000,89
"yes",45,1,1,0,0,"not acept","not furnished",1030,16
"yes",20,1,1,0,3,"not acept","furnished",2400,31
"yes",70,2,2,0,1,"not acept","not furnished",3750,48
"no",130,2,2,5,0,"acept","not furnished",1800,28
"no",104,2,2,1,2,"acept","not furnished",1700,22
"yes",65,1,1,1,9,"not acept","not furnished",2500,32
"yes",235,3,3,3,11,"not acept","not furnished",6500,83
"yes",200,3,4,2,2,"acept","not furnished",9180,117
"yes",150,2,2,1,0,"acept","furnished",2175,12
"no",60,2,1,1,2,"acept","not furnished",1000,13
"yes",82,1,1,2,1,"acept","not furnished",8000,102
"yes",380,3,2,3,5,"acept","not furnished",15000,191
"yes",380,4,4,3,1,"acept","not furnished",8000,102
"yes",54,2,2,1,16,"acept","not furnished",2200,28
"yes",67,2,2,1,1,"not acept","furnished",3500,45
"yes",330,2,4,3,0,"acept","not furnished",6000,91
"yes",117,4,5,4,10,"not acept","not furnished",3175,41
"no",200,3,3,5,0,"acept","not furnished",2650,40
"yes",305,2,3,0,10,"acept","not furnished",5000,64
"yes",53,2,2,2,5,"acept","not furnished",2495,11
"no",170,4,3,2,0,"acept","not furnished",1750,27
"yes",50,1,1,1,13,"acept","not furnished",1800,23
"yes",250,4,2,3,2,"not acept","furnished",15000,191
"yes",164,3,2,1,15,"acept","furnished",3700,47
"yes",90,2,1,1,0,"acept","not furnished",2500,38
"no",115,3,3,1,5,"acept","not furnished",1900,25
"yes",206,3,3,1,11,"acept","furnished",7400,94
"yes",50,2,2,1,10,"acept","not furnished",1900,25
"no",49,2,1,1,1,"acept","not furnished",1000,13
"yes",30,1,1,0,5,"acept","not furnished",1210,16
"yes",130,3,1,1,0,"acept","not furnished",5600,85
"yes",360,4,9,8,0,"acept","not furnished",8540,129
"yes",54,2,1,1,1,"acept","not furnished",1932,8
"no",252,3,3,4,0,"acept","not furnished",3300,50
"no",130,3,2,0,0,"acept","not furnished",1400,22
"no",400,4,4,3,0,"acept","not furnished",8700,131
"yes",27,1,1,0,2,"not acept","not furnished",895,12
"yes",45,1,1,1,8,"not acept","not furnished",2349,8
"yes",260,4,4,2,5,"acept","furnished",4400,56
"yes",74,2,3,2,24,"acept","not furnished",3200,41
"yes",59,2,2,0,5,"not acept","not furnished",2040,26
"yes",51,2,1,1,4,"acept","not furnished",2500,32
"yes",346,4,4,4,6,"acept","not furnished",4080,52
"yes",30,1,1,0,0,"not acept","not furnished",1200,19
"yes",58,2,1,1,1,"acept","not furnished",1397,18
"no",65,2,1,1,1,"acept","furnished",1850,24
"yes",110,2,3,2,2,"acept","not furnished",6500,83
"yes",600,5,7,8,0,"acept","furnished",9000,136
"yes",35,1,1,0,1,"acept","not furnished",1950,25
"yes",65,3,1,0,13,"not acept","not furnished",1880,24
"yes",83,2,1,1,6,"not acept","not furnished",1600,21
"yes",100,3,2,0,3,"not acept","not furnished",2000,26
"yes",90,2,2,1,3,"acept","not furnished",3000,39
"yes",65,1,1,1,14,"not acept","furnished",3500,45
"yes",135,3,2,2,3,"acept","not furnished",2300,30
"yes",90,2,2,2,0,"acept","not furnished",1800,28
"yes",58,2,1,1,8,"acept","not furnished",1500,20
"yes",34,2,1,0,10,"acept","not furnished",2200,28
"yes",350,3,5,3,0,"acept","not furnished",12000,181
"yes",45,1,1,1,18,"not acept","furnished",4500,58
"yes",120,3,2,1,1,"not acept","not furnished",2500,32
"no",45,1,1,1,4,"not acept","not furnished",850,11
"yes",26,1,1,0,0,"not acept","not furnished",900,12
"yes",137,4,1,1,4,"not acept","furnished",3000,22
"yes",200,2,2,1,0,"acept","not furnished",2000,31
"yes",20,1,1,0,6,"acept","furnished",1800,23
"yes",163,3,3,3,8,"acept","furnished",2550,33
"yes",32,1,1,1,8,"not acept","not furnished",2088,7
"yes",45,1,1,1,7,"acept","not furnished",1700,22
"yes",147,3,2,0,9,"not acept","furnished",4250,54
"yes",260,3,2,1,0,"not acept","not furnished",3000,46
"yes",36,1,1,1,8,"acept","furnished",3400,44
"yes",20,1,1,0,3,"acept","furnished",1800,23
"yes",112,1,2,2,7,"acept","furnished",8389,107
"yes",35,1,1,0,9,"acept","furnished",1300,17
"yes",280,3,4,2,0,"acept","not furnished",2590,39
"yes",137,2,2,1,0,"not acept","not furnished",4600,70
"yes",120,3,3,1,4,"acept","not furnished",3070,39
"yes",62,3,1,1,7,"not acept","not furnished",1600,21
"yes",70,2,2,0,0,"acept","not furnished",1980,30
"yes",78,3,2,2,10,"acept","not furnished",2400,31
"yes",39,1,1,1,24,"not acept","furnished",4200,54
"no",90,3,3,2,4,"acept","not furnished",1350,18
"yes",121,2,3,1,20,"acept","not furnished",2560,33
"yes",97,3,3,2,7,"acept","not furnished",2500,32
"yes",130,2,2,2,0,"acept","not furnished",3500,53
"no",46,2,1,1,4,"acept","not furnished",1250,16
"yes",93,2,2,2,2,"acept","furnished",5500,70
"yes",70,2,2,0,1,"acept","not furnished",1000,13
"yes",100,2,1,1,0,"acept","not furnished",1900,29
"yes",64,1,2,1,3,"acept","not furnished",2603,16
"yes",84,2,2,0,12,"acept","not furnished",1500,20
"yes",146,3,5,3,17,"not acept","furnished",9000,115
"yes",110,3,2,1,1,"acept","not furnished",5500,70
"yes",80,1,2,1,10,"acept","furnished",4000,51
"yes",280,3,4,4,4,"acept","not furnished",15000,191
"yes",180,4,3,2,5,"acept","not furnished",5500,70
"yes",20,1,1,0,2,"not acept","furnished",3142,40
"yes",70,3,1,1,9,"acept","not furnished",2500,32
"yes",54,1,1,1,13,"not acept","not furnished",4130,53
"yes",469,4,5,4,12,"acept","not furnished",15000,191
"no",240,3,4,4,1,"acept","not furnished",7000,89
"yes",141,3,2,2,11,"acept","not furnished",6900,88
"yes",70,2,1,0,1,"acept","not furnished",1600,21
"yes",58,1,2,1,14,"acept","furnished",5800,74
"yes",160,3,2,2,2,"acept","not furnished",3599,46
"no",348,3,3,3,0,"acept","not furnished",6000,91
"yes",68,2,1,1,1,"acept","not furnished",1200,16
"no",58,2,2,2,8,"not acept","furnished",3500,45
"yes",138,2,3,2,9,"acept","furnished",2180,28
"yes",55,1,1,1,11,"not acept","not furnished",2200,28
"no",170,3,2,2,0,"acept","not furnished",2300,35
"yes",400,3,7,4,0,"acept","not furnished",20000,254
"no",188,5,4,0,0,"acept","not furnished",4000,61
"yes",240,3,4,2,0,"acept","not furnished",8200,124
"yes",23,1,1,0,23,"acept","not furnished",2100,27
"yes",48,1,2,1,2,"acept","furnished",3857,13
"no",380,3,5,4,0,"acept","not furnished",3800,58
"yes",58,2,2,1,12,"not acept","furnished",4000,51
"yes",200,2,1,1,0,"acept","not furnished",2450,37
"yes",70,2,1,1,7,"acept","furnished",3300,42
"yes",126,2,2,1,0,"acept","not furnished",2500,38
"yes",218,3,4,2,6,"not acept","not furnished",7800,99
"no",190,4,4,2,14,"acept","not furnished",3200,15
"no",64,1,2,1,11,"not acept","not furnished",1540,20
"yes",420,4,4,4,7,"acept","not furnished",12000,153
"yes",42,1,1,0,6,"acept","furnished",1800,23
"no",284,4,3,4,0,"acept","furnished",6000,91
"yes",108,3,2,2,2,"acept","not furnished",2200,28
"yes",95,2,1,1,0,"acept","not furnished",2900,44
"yes",217,2,3,3,5,"acept","furnished",6000,77
"yes",190,3,3,2,10,"not acept","not furnished",9000,115
"no",150,2,2,1,0,"acept","not furnished",1060,16
"yes",75,1,2,0,4,"acept","not furnished",2100,27
"yes",40,1,1,0,0,"not acept","not furnished",780,12
"yes",110,2,1,1,2,"acept","not furnished",3000,39
"yes",139,4,5,2,6,"not acept","not furnished",10000,127
"yes",30,1,1,0,12,"acept","furnished",3400,44
"yes",58,2,1,1,9,"acept","not furnished",1800,23
"yes",150,3,4,2,0,"acept","not furnished",2750,42
"yes",131,4,4,3,1,"not acept","furnished",6000,77
"yes",18,1,1,0,0,"acept","not furnished",1720,22
"yes",80,2,1,1,6,"acept","not furnished",1500,20
"yes",144,3,4,3,4,"acept","furnished",7200,92
"yes",85,2,1,0,4,"acept","not furnished",1617,21
"yes",76,2,2,1,2,"acept","not furnished",3410,44
"yes",370,5,3,4,0,"acept","not furnished",8500,128
"no",100,2,1,0,16,"acept","not furnished",900,12
"yes",260,3,5,0,0,"acept","not furnished",9000,136
"yes",220,3,4,2,0,"acept","not furnished",15000,226
"yes",273,3,3,1,5,"acept","not furnished",5000,64
"yes",107,3,2,1,12,"not acept","not furnished",5800,74
"yes",34,2,1,0,10,"acept","not furnished",2200,28
"yes",80,2,1,0,0,"acept","furnished",4892,74
"yes",550,4,5,0,1,"acept","not furnished",8800,112
"yes",60,3,3,2,0,"acept","not furnished",2700,41
"yes",45,2,1,1,24,"acept","not furnished",1850,24
"yes",170,4,2,3,0,"acept","not furnished",2550,39
"yes",200,3,4,3,18,"acept","furnished",6200,79
"no",70,2,1,1,15,"not acept","furnished",2250,29
"yes",77,2,2,1,5,"acept","not furnished",1950,25
"yes",270,4,4,4,11,"acept","furnished",15000,191
"yes",339,4,5,4,13,"acept","furnished",15000,191
"yes",50,1,1,0,0,"acept","not furnished",1100,17
"yes",104,2,2,0,3,"acept","furnished",2200,28
"yes",68,2,2,1,19,"not acept","furnished",6700,85
"yes",240,4,4,3,4,"acept","not furnished",2000,26
"yes",45,1,1,1,14,"not acept","furnished",2300,30
"yes",189,4,3,3,3,"acept","not furnished",4500,58
"yes",43,1,1,0,6,"acept","not furnished",1472,6
"yes",35,1,1,1,1,"acept","not furnished",1010,13
"yes",200,3,3,2,0,"acept","not furnished",8000,121
"yes",250,3,5,8,0,"acept","furnished",6000,91
"yes",400,4,6,3,0,"acept","not furnished",7225,109
"yes",45,1,1,1,1,"not acept","furnished",5520,70
"yes",22,1,1,1,25,"acept","not furnished",2200,28
"yes",180,3,3,2,4,"acept","not furnished",8000,102
"yes",486,4,6,5,8,"not acept","not furnished",4861,62
"yes",72,3,2,2,7,"acept","not furnished",2312,8
"yes",830,2,2,2,0,"acept","not furnished",2001,31
"yes",52,1,1,1,1,"acept","furnished",4667,60
"yes",90,1,1,0,11,"not acept","not furnished",2066,27
"no",165,3,2,1,1,"acept","not furnished",1800,23
"yes",71,2,2,1,4,"acept","not furnished",1250,16
"yes",65,2,2,2,6,"acept","not furnished",2000,26
"no",260,3,5,5,0,"acept","not furnished",7600,115
"yes",140,2,1,0,8,"acept","not furnished",4500,58
"yes",200,3,2,3,14,"acept","furnished",8000,102
"yes",204,3,2,2,2,"acept","not furnished",7000,89
"yes",96,3,1,2,1,"acept","not furnished",1847,24
"yes",136,3,4,3,4,"not acept","not furnished",3500,45
"yes",156,3,2,1,0,"acept","not furnished",6400,97
"no",98,1,1,1,5,"acept","not furnished",2800,36
"yes",150,3,3,3,0,"acept","not furnished",4600,70
"yes",200,3,3,5,0,"acept","not furnished",14000,211
"yes",31,2,1,0,2,"acept","not furnished",1040,14
"yes",136,3,2,2,13,"acept","furnished",15000,191
"yes",440,4,4,4,11,"acept","furnished",10200,130
"yes",110,3,3,1,9,"not acept","not furnished",3000,39
"yes",347,5,5,4,0,"acept","not furnished",7000,106
