city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount,fire insurance,total
no,40,2,1,1,3,acept,not furnished,"R$1,200",R$16,"R$1,606"
no,223,3,5,2,2,acept,not furnished,"R$3,300",R$42,"R$5,032"
yes,384,4,6,4,3,not acept,furnished,"R$15,000",R$191,"R$19,040"
yes,418,2,4,3,17,not acept,not furnished,"R$6,875",R$88,"R$12,350"
yes,380,4,1,0,-,acept,not furnished,"R$2,890",R$25,"R$3,065"
yes,225,4,3,2,-,acept,furnished,"R$4,400",R$67,"R$4,757"
yes,40,1,1,0,-,not acept,not furnished,R$850,R$11,R$861
yes,74,2,2,2,7,acept,not furnished,"R$3,400",R$44,"R$4,707"
yes,185,3,3,2,9,acept,not furnished,"R$12,000",R$153,"R$12,150"
no,70,2,2,0,5,not acept,not furnished,"R$1,000",R$16,"R$1,078"
yes,150,3,2,2,2,acept,not furnished,"R$2,000",R$26,"R$3,591"
yes,150,3,3,8,-,acept,not furnished,"R$8,000",R$121,"R$9,205"
yes,25,1,1,0,1,not acept,not furnished,R$750,R$10,"R$1,167"
yes,320,5,4,4,-,acept,furnished,"R$14,650",R$221,"R$15,830"
yes,328,3,4,4,18,acept,furnished,"R$6,000",R$77,"R$8,259"
yes,179,4,4,3,8,acept,furnished,"R$8,500",R$108,"R$10,460"
yes,62,2,2,2,4,acept,not furnished,"R$2,290",R$30,"R$3,504"
yes,210,3,4,4,4,acept,not furnished,"R$15,000",R$191,"R$19,130"
yes,75,2,2,0,1,not acept,not furnished,"R$2,125",R$27,"R$3,048"
no,76,2,2,2,9,acept,furnished,"R$3,100",R$40,"R$3,965"
yes,146,3,3,2,3,acept,furnished,"R$6,500",R$83,"R$8,600"
yes,55,2,2,1,4,acept,not furnished,"R$1,850",R$24,"R$2,254"
yes,165,4,4,4,1,acept,not furnished,"R$5,700",R$73,"R$8,007"
no,96,3,2,2,6,acept,furnished,"R$3,600",R$46,"R$4,534"
yes,300,3,3,8,-,acept,furnished,"R$4,000",R$61,"R$4,411"
yes,287,3,2,5,-,acept,not furnished,"R$15,000",R$226,"R$15,230"
yes,35,1,1,0,7,not acept,not furnished,"R$1,200",R$16,"R$1,681"
yes,23,1,1,0,13,acept,not furnished,"R$2,500",R$32,"R$2,763"
yes,25,1,1,0,4,not acept,furnished,"R$2,000",R$26,"R$2,446"
yes,140,3,2,0,8,acept,furnished,"R$1,799",R$23,"R$4,697"
no,147,3,2,3,11,acept,not furnished,"R$1,620",R$21,"R$3,250"
yes,90,2,1,0,1,acept,not furnished,"R$1,500",R$20,"R$1,621"
yes,224,4,5,3,12,acept,not furnished,"R$9,500",R$121,"R$20,770"
no,170,3,2,2,-,acept,not furnished,"R$1,800",R$28,"R$1,869"
yes,126,3,4,3,99,acept,not furnished,"R$13,000",R$165,"R$15,160"
yes,72,2,2,1,18,not acept,furnished,"R$7,500",R$96,"R$8,621"
yes,45,1,1,1,2,acept,furnished,"R$2,532",R$9,"R$3,005"
yes,45,1,1,1,8,acept,not furnished,"R$1,800",R$23,"R$2,689"
yes,100,3,2,2,6,not acept,not furnished,"R$2,000",R$26,"R$3,226"
yes,152,2,2,1,3,acept,furnished,"R$15,000",R$191,"R$16,440"
yes,40,1,1,1,12,acept,not furnished,"R$3,470",R$44,"R$3,884"
yes,200,3,2,1,8,acept,not furnished,"R$8,000",R$102,"R$9,644"
yes,310,3,3,2,16,not acept,not furnished,"R$15,000",R$191,"R$18,760"
yes,20,1,1,0,5,not acept,furnished,"R$1,700",R$22,"R$2,187"
yes,200,3,2,2,8,acept,not furnished,"R$3,000",R$39,"R$4,665"
yes,76,1,2,1,4,acept,furnished,"R$4,200",R$54,"R$5,464"
yes,20,1,1,0,3,not acept,furnished,R$600,R$8,R$948
yes,200,4,3,3,-,acept,not furnished,"R$3,800",R$58,"R$4,692"
yes,54,2,1,0,7,acept,not furnished,"R$2,001",R$26,"R$2,562"
yes,100,1,1,2,8,acept,furnished,"R$4,200",R$54,"R$5,528"
yes,90,3,2,0,9,not acept,not furnished,"R$2,100",R$27,"R$3,111"
yes,300,3,3,4,-,acept,not furnished,"R$9,000",R$136,"R$9,786"
yes,70,2,1,1,7,acept,not furnished,"R$1,300",R$17,"R$2,218"
yes,60,2,1,0,-,acept,not furnished,"R$1,380",R$21,"R$1,422"
yes,100,2,2,2,-,acept,furnished,"R$3,900",R$59,"R$3,993"
yes,270,3,4,2,11,acept,not furnished,"R$15,000",R$191,"R$19,450"
yes,90,3,1,1,2,not acept,not furnished,"R$2,400",R$31,"R$3,031"
yes,220,3,4,4,2,acept,not furnished,"R$5,500",R$70,"R$9,821"
yes,60,1,1,1,7,not acept,not furnished,"R$2,023",R$26,"R$3,086"
yes,56,1,1,0,2,acept,furnished,"R$8,000",R$102,"R$8,382"
no,430,4,3,4,1,acept,not furnished,"R$9,000",R$115,"R$12,730"
yes,288,3,3,3,-,acept,not furnished,"R$12,000",R$181,"R$13,060"
yes,79,2,2,1,1,acept,furnished,"R$2,000",R$26,"R$2,701"
yes,341,3,3,2,6,acept,not furnished,"R$4,400",R$56,"R$7,881"
yes,60,2,2,1,10,acept,furnished,"R$3,400",R$44,"R$5,682"
yes,300,4,4,3,-,acept,not furnished,"R$12,900",R$194,"R$13,680"
yes,123,3,3,0,-,acept,not furnished,"R$4,000",R$61,"R$4,103"
yes,59,2,2,1,12,acept,not furnished,"R$2,200",R$28,"R$2,606"
yes,35,1,1,0,-,acept,not furnished,"R$1,100",R$14,"R$1,117"
yes,42,1,1,0,-,not acept,not furnished,"R$1,600",R$25,"R$1,675"
yes,55,1,1,1,11,acept,not furnished,"R$2,166",R$28,"R$3,323"
yes,38,1,1,0,3,not acept,not furnished,"R$1,685",R$22,"R$1,937"
yes,318,5,3,2,-,acept,furnished,"R$3,840",R$58,"R$4,498"
yes,60,1,1,0,-,not acept,not furnished,"R$1,300",R$20,"R$1,464"
yes,280,3,4,3,-,acept,furnished,"R$8,000",R$121,"R$8,621"
yes,195,4,3,3,7,not acept,not furnished,"R$10,000",R$127,"R$14,060"
yes,82,2,2,1,2,acept,not furnished,"R$2,450",R$32,"R$4,174"
no,110,2,1,1,2,acept,not furnished,R$980,R$13,"R$1,175"
yes,376,3,3,7,-,acept,not furnished,"R$8,000",R$121,"R$8,955"
yes,139,3,3,3,3,acept,not furnished,"R$2,700",R$35,"R$4,412"
yes,300,4,3,4,9,acept,not furnished,"R$15,000",R$191,"R$17,590"
yes,289,3,3,2,6,not acept,not furnished,"R$15,000",R$191,"R$18,820"
yes,100,2,1,2,-,acept,not furnished,"R$3,200",R$49,"R$3,316"
yes,65,2,2,1,9,not acept,not furnished,"R$1,039",R$14,"R$1,777"
no,55,2,1,1,1,acept,not furnished,R$900,R$12,"R$1,216"
yes,98,1,2,2,9,acept,not furnished,"R$4,000",R$51,"R$5,714"
yes,76,3,2,0,4,acept,not furnished,"R$1,600",R$21,"R$2,455"
yes,89,3,2,2,19,acept,not furnished,"R$6,000",R$77,"R$7,161"
yes,155,4,3,2,16,acept,not furnished,"R$3,500",R$45,"R$5,054"
yes,137,3,4,2,2,acept,not furnished,"R$2,200",R$28,"R$3,862"
yes,88,2,2,2,8,acept,furnished,"R$4,500",R$58,"R$5,692"
no,102,3,3,1,9,acept,not furnished,"R$1,500",R$20,"R$2,725"
yes,300,2,4,2,-,acept,furnished,"R$3,250",R$49,"R$3,299"
yes,115,3,2,1,12,acept,not furnished,"R$3,000",R$39,"R$4,612"
yes,198,3,4,2,12,acept,furnished,"R$11,500",R$146,"R$14,910"
yes,57,2,2,1,8,acept,not furnished,"R$2,550",R$33,"R$3,073"
no,185,3,3,2,6,acept,not furnished,"R$2,200",R$28,"R$3,528"
yes,62,2,1,1,1,acept,not furnished,"R$1,650",R$21,"R$2,421"
yes,86,3,3,0,10,acept,furnished,"R$3,000",R$39,"R$4,239"
yes,35,1,1,1,6,not acept,furnished,"R$1,250",R$16,"R$2,242"
yes,144,3,2,2,8,acept,not furnished,"R$3,600",R$46,"R$5,230"
yes,210,3,3,4,1,acept,not furnished,"R$6,500",R$83,"R$11,080"
yes,294,3,6,3,-,acept,not furnished,"R$2,550",R$39,"R$3,101"
yes,232,4,3,4,-,acept,furnished,"R$4,500",R$68,"R$4,910"
yes,260,4,2,3,-,acept,not furnished,"R$3,850",R$58,"R$4,338"
yes,100,5,5,2,-,not acept,not furnished,"R$4,500",R$68,"R$4,950"
no,280,4,3,4,-,acept,not furnished,"R$3,100",R$47,"R$5,795"
yes,120,1,2,2,16,acept,furnished,"R$9,000",R$115,"R$10,820"
yes,90,3,2,1,5,acept,not furnished,"R$3,780",R$48,"R$5,420"
yes,500,3,3,5,-,acept,not furnished,"R$8,500",R$128,"R$9,162"
yes,200,2,2,2,11,acept,furnished,"R$11,000",R$140,"R$14,600"
no,290,4,3,1,5,acept,not furnished,"R$2,600",R$33,"R$4,175"
yes,200,5,6,4,6,acept,not furnished,"R$5,000",R$64,"R$9,614"
yes,208,4,2,4,-,acept,not furnished,"R$4,500",R$68,"R$4,850"
yes,220,3,3,2,11,acept,not furnished,"R$9,000",R$115,"R$14,200"
yes,270,3,4,3,10,acept,not furnished,"R$9,500",R$121,"R$15,220"
yes,280,4,4,2,5,acept,not furnished,"R$4,000",R$51,"R$9,293"
yes,200,3,4,3,1,acept,not furnished,"R$8,500",R$108,"R$13,360"
yes,230,4,5,0,-,acept,furnished,"R$7,600",R$115,"R$8,015"
no,47,1,1,1,18,acept,furnished,"R$2,700",R$35,"R$3,452"
yes,250,3,3,2,7,acept,furnished,"R$5,500",R$70,"R$9,112"
yes,400,4,5,4,8,acept,furnished,"R$8,700",R$111,"R$14,370"
yes,220,3,4,2,7,acept,not furnished,"R$3,900",R$50,"R$6,700"
yes,249,3,3,3,-,acept,not furnished,"R$9,000",R$136,"R$9,970"
no,227,3,3,4,-,acept,not furnished,"R$3,200",R$49,"R$3,539"
yes,33,1,1,1,5,not acept,furnished,"R$1,000",R$13,"R$2,863"
yes,22,1,1,0,-,not acept,not furnished,R$976,R$15,R$991
no,97,1,1,0,12,acept,not furnished,R$750,R$10,"R$1,289"
yes,61,1,1,0,9,not acept,not furnished,"R$1,600",R$21,"R$2,015"
yes,400,3,6,6,-,acept,furnished,"R$6,500",R$98,"R$6,973"
yes,280,4,3,3,-,acept,not furnished,"R$8,500",R$128,"R$11,010"
no,60,1,1,2,-,acept,not furnished,"R$1,660",R$25,"R$1,735"
yes,55,2,1,1,-,acept,not furnished,"R$1,250",R$16,"R$1,816"
no,100,3,2,8,-,acept,not furnished,"R$2,000",R$31,"R$2,113"
yes,64,2,2,1,11,acept,not furnished,"R$2,169",R$15,"R$3,038"
yes,70,2,2,0,24,not acept,furnished,"R$4,000",R$51,"R$4,901"
yes,250,2,2,1,-,acept,not furnished,"R$4,800",R$73,"R$5,407"
yes,40,1,1,1,8,not acept,furnished,"R$4,800",R$61,"R$7,011"
yes,73,2,2,1,13,acept,not furnished,"R$1,250",R$16,"R$2,116"
yes,140,3,2,2,23,not acept,furnished,"R$5,000",R$64,"R$6,106"
yes,37,1,1,0,-,not acept,not furnished,R$900,R$14,R$989
yes,26,1,1,0,11,acept,furnished,"R$2,350",R$18,"R$2,706"
yes,84,2,2,2,20,not acept,furnished,"R$9,600",R$122,"R$11,190"
yes,32,1,1,1,4,acept,not furnished,"R$2,800",R$36,"R$3,430"
yes,200,6,4,2,-,acept,not furnished,"R$5,600",R$85,"R$10,400"
yes,187,3,4,3,14,acept,not furnished,"R$14,000",R$178,"R$17,090"
yes,45,1,1,1,13,acept,not furnished,"R$2,500",R$32,"R$3,153"
no,100,3,2,3,-,acept,not furnished,"R$2,200",R$34,"R$2,234"
yes,130,3,2,3,-,acept,not furnished,"R$1,850",R$28,"R$2,132"
no,75,2,1,2,1,acept,not furnished,"R$1,400",R$18,"R$1,678"
yes,123,3,2,2,7,not acept,not furnished,"R$2,450",R$32,"R$3,732"
no,100,3,2,2,1,acept,furnished,"R$2,200",R$28,"R$3,033"
yes,500,3,4,7,-,not acept,not furnished,"R$9,300",R$140,"R$10,500"
yes,118,3,2,1,4,acept,furnished,"R$6,000",R$77,"R$7,899"
yes,600,4,3,4,2,acept,not furnished,"R$6,400",R$82,"R$6,483"
yes,80,2,1,1,19,not acept,not furnished,"R$2,200",R$28,"R$3,112"
yes,167,3,3,2,-,acept,not furnished,"R$3,700",R$56,"R$4,067"
yes,600,4,4,4,-,acept,not furnished,"R$6,800",R$103,"R$7,903"
yes,74,2,1,0,2,not acept,not furnished,"R$2,500",R$32,"R$2,534"
yes,380,5,7,4,21,acept,not furnished,"R$6,000",R$77,"R$11,360"
yes,100,2,1,0,-,not acept,not furnished,"R$5,000",R$76,"R$5,201"
yes,150,5,5,4,3,not acept,furnished,"R$3,700",R$47,"R$6,464"
yes,65,2,1,1,8,acept,furnished,"R$1,700",R$22,"R$2,414"
yes,35,1,1,0,1,acept,not furnished,R$950,R$13,R$993
yes,330,4,6,3,7,acept,not furnished,"R$15,000",R$191,"R$23,120"
yes,100,2,2,1,-,acept,not furnished,"R$2,200",R$34,"R$2,435"
yes,156,3,4,3,8,acept,not furnished,"R$4,200",R$54,"R$6,159"
yes,80,3,2,2,-,acept,not furnished,"R$7,000",R$106,"R$7,273"
yes,50,2,2,1,9,acept,not furnished,"R$1,800",R$23,"R$2,213"
yes,40,1,1,1,8,acept,not furnished,"R$1,630",R$21,"R$2,301"
yes,142,3,4,3,2,acept,not furnished,"R$5,100",R$65,"R$7,256"
yes,110,3,2,3,7,acept,not furnished,"R$2,100",R$27,"R$4,300"
yes,70,2,2,1,1,acept,not furnished,"R$1,000",R$13,"R$1,431"
yes,76,2,2,2,3,acept,furnished,"R$4,500",R$58,"R$5,458"
yes,59,2,1,1,3,not acept,not furnished,"R$1,400",R$18,"R$2,105"
yes,100,3,2,0,7,acept,not furnished,"R$2,020",R$26,"R$2,928"
no,88,3,2,2,1,acept,furnished,"R$1,950",R$25,"R$2,979"
yes,37,1,1,1,1,not acept,furnished,"R$2,600",R$33,"R$3,489"
yes,54,2,1,1,1,acept,not furnished,"R$2,597",R$33,"R$2,910"
yes,244,3,3,4,16,acept,not furnished,"R$9,000",R$115,"R$13,100"
yes,158,3,3,2,1,acept,furnished,"R$10,900",R$139,"R$13,810"
yes,65,2,2,2,18,acept,furnished,"R$4,450",R$18,"R$5,268"
yes,100,3,2,1,5,not acept,not furnished,"R$1,200",R$16,"R$2,475"
yes,42,1,1,1,9,acept,furnished,"R$3,696",R$47,"R$4,528"
yes,60,2,2,1,21,acept,furnished,"R$5,550",R$71,"R$7,363"
yes,164,4,4,3,22,acept,furnished,"R$6,205",R$79,"R$8,318"
yes,220,3,2,2,4,acept,not furnished,"R$6,400",R$82,"R$10,280"
yes,83,1,1,1,15,not acept,furnished,"R$6,000",R$77,"R$10,330"
yes,41,1,1,0,-,acept,not furnished,"R$1,180",R$15,"R$1,445"
yes,213,3,4,0,13,acept,furnished,"R$4,500",R$58,"R$7,193"
yes,43,1,1,0,7,acept,not furnished,"R$2,000",R$26,"R$2,494"
yes,123,2,1,0,3,acept,not furnished,"R$2,850",R$37,"R$5,132"
yes,750,4,7,7,-,acept,furnished,"R$15,000",R$226,"R$18,310"
yes,180,2,2,0,2,not acept,not furnished,"R$2,850",R$37,"R$2,887"
yes,33,1,1,0,18,acept,furnished,"R$1,300",R$17,"R$1,688"
yes,75,3,1,1,-,acept,not furnished,"R$2,450",R$37,"R$2,487"
yes,64,1,1,1,10,acept,furnished,"R$3,700",R$47,"R$4,455"
yes,500,4,6,3,-,acept,not furnished,"R$7,300",R$110,"R$16,410"
yes,440,3,4,2,20,acept,not furnished,"R$12,750",R$162,"R$18,850"
yes,220,2,4,3,26,not acept,not furnished,"R$12,960",R$165,"R$15,960"
yes,44,1,1,1,6,not acept,not furnished,"R$2,000",R$26,"R$2,727"
yes,530,5,6,4,2,acept,furnished,"R$15,000",R$191,"R$28,490"
yes,103,2,3,2,17,acept,furnished,"R$9,000",R$115,"R$16,620"
yes,22,1,1,0,25,acept,not furnished,"R$2,200",R$28,"R$2,755"
yes,400,3,4,4,-,acept,not furnished,"R$12,000",R$181,"R$13,850"
yes,56,1,1,0,9,acept,not furnished,"R$1,300",R$17,"R$1,744"
yes,39,1,1,0,2,not acept,not furnished,"R$2,100",R$27,"R$2,551"
yes,220,4,4,0,5,acept,furnished,"R$9,500",R$121,"R$15,370"
yes,35,1,1,1,-,not acept,not furnished,"R$1,249",R$8,"R$1,317"
yes,80,2,2,5,-,acept,not furnished,"R$3,000",R$46,"R$3,105"
yes,192,3,3,3,16,acept,furnished,"R$6,500",R$83,"R$9,003"
yes,33,1,1,0,2,not acept,not furnished,"R$1,350",R$18,"R$1,568"
yes,47,3,1,1,9,acept,not furnished,"R$1,500",R$20,"R$1,820"
no,83,2,1,8,-,acept,not furnished,"R$4,550",R$69,"R$5,024"
no,400,4,6,3,-,acept,not furnished,"R$8,000",R$121,"R$10,330"
yes,350,5,6,6,10,acept,not furnished,"R$15,000",R$191,"R$22,610"
yes,40,1,1,0,1,acept,not furnished,R$950,R$13,"R$1,287"
yes,100,2,1,0,7,not acept,not furnished,"R$1,659",R$22,"R$2,481"
yes,363,3,5,4,10,not acept,not furnished,"R$3,072",R$39,"R$8,263"
yes,235,3,2,1,-,acept,not furnished,"R$6,000",R$91,"R$6,916"
yes,147,4,2,0,8,acept,not furnished,"R$2,800",R$36,"R$4,244"
yes,298,4,5,5,10,acept,not furnished,"R$3,200",R$41,"R$8,690"
yes,145,3,3,2,7,acept,not furnished,"R$5,500",R$70,"R$6,970"
yes,268,4,4,0,9,not acept,not furnished,"R$6,791",R$87,"R$12,780"
no,73,3,2,2,5,acept,furnished,"R$2,000",R$26,"R$2,992"
yes,49,1,1,0,11,acept,not furnished,"R$4,100",R$52,"R$4,684"
yes,103,3,3,0,6,acept,not furnished,"R$6,000",R$77,"R$7,927"
yes,180,3,3,3,-,acept,not furnished,"R$2,400",R$37,"R$2,437"
yes,120,3,1,1,-,acept,not furnished,"R$2,625",R$26,"R$2,651"
yes,180,2,3,3,7,acept,furnished,"R$7,600",R$54,"R$11,980"
yes,66,1,1,2,1,acept,furnished,"R$2,800",R$36,"R$3,836"
yes,45,2,1,1,9,acept,not furnished,"R$1,950",R$25,"R$2,452"
yes,53,2,1,1,8,acept,furnished,"R$1,890",R$24,"R$2,570"
yes,50,1,1,0,-,acept,not furnished,R$900,R$14,R$932
yes,67,1,1,1,14,acept,furnished,"R$2,600",R$33,"R$3,625"
yes,42,1,1,0,1,acept,not furnished,"R$1,150",R$15,"R$1,592"
yes,90,3,2,2,10,acept,furnished,"R$3,100",R$40,"R$3,815"
yes,174,3,4,3,6,acept,not furnished,"R$13,500",R$172,"R$16,690"
yes,240,4,3,3,10,not acept,furnished,"R$15,000",R$191,"R$21,980"
yes,255,3,4,2,10,acept,furnished,"R$6,000",R$77,"R$9,177"
yes,82,2,1,1,5,acept,not furnished,"R$3,400",R$44,"R$4,304"
no,139,3,5,3,3,acept,furnished,"R$6,700",R$85,"R$8,107"
yes,110,1,3,2,6,acept,not furnished,"R$8,000",R$102,"R$10,020"
no,75,3,2,1,3,acept,not furnished,"R$1,200",R$16,"R$1,751"
yes,84,3,1,1,17,acept,furnished,"R$2,350",R$30,"R$3,188"
yes,160,4,3,2,-,acept,not furnished,"R$3,800",R$58,"R$4,108"
no,176,3,5,3,3,acept,not furnished,"R$5,200",R$66,"R$7,058"
yes,170,3,3,2,9,acept,not furnished,"R$4,500",R$58,"R$6,561"
yes,24,1,1,0,3,acept,not furnished,"R$1,500",R$20,"R$1,850"
yes,70,2,1,0,-,acept,not furnished,"R$1,700",R$26,"R$1,981"
yes,107,2,2,1,-,acept,not furnished,"R$2,600",R$33,"R$3,033"
yes,113,3,2,1,4,acept,not furnished,"R$3,000",R$39,"R$4,089"
yes,138,3,3,2,-,acept,not furnished,"R$2,700",R$41,"R$2,882"
yes,124,3,2,3,7,acept,not furnished,"R$6,600",R$84,"R$8,434"
no,291,4,3,2,-,acept,not furnished,"R$3,300",R$50,"R$3,558"
yes,117,2,3,3,15,acept,not furnished,"R$9,000",R$115,"R$11,180"
yes,450,4,5,4,-,acept,not furnished,"R$6,550",R$99,"R$7,735"
yes,530,4,6,4,11,acept,not furnished,"R$2,569",R$33,"R$9,329"
yes,180,3,3,2,11,acept,not furnished,"R$4,000",R$51,"R$5,760"
no,87,3,1,1,6,acept,not furnished,"R$1,200",R$16,"R$2,010"
yes,96,2,2,2,25,not acept,furnished,"R$9,000",R$115,"R$10,320"
yes,120,3,4,1,10,acept,not furnished,"R$3,433",R$10,"R$5,308"
yes,63,2,2,1,11,not acept,not furnished,"R$2,800",R$36,"R$3,438"
yes,126,2,3,1,9,acept,furnished,"R$10,000",R$127,"R$12,440"
yes,140,3,3,1,15,acept,not furnished,"R$6,000",R$77,"R$7,980"
yes,100,2,3,2,2,acept,not furnished,"R$5,500",R$70,"R$7,368"
no,94,2,2,2,3,acept,not furnished,"R$4,000",R$51,"R$5,106"
yes,174,3,4,3,15,not acept,not furnished,"R$10,400",R$132,"R$13,850"
yes,100,3,2,2,-,acept,furnished,"R$3,570",R$54,"R$4,237"
yes,69,2,2,2,5,acept,not furnished,"R$1,900",R$25,"R$2,988"
yes,29,1,1,0,18,acept,not furnished,"R$2,300",R$30,"R$2,653"
yes,180,3,3,1,3,acept,not furnished,"R$3,100",R$22,"R$5,622"
yes,300,2,3,2,-,acept,not furnished,"R$4,900",R$74,"R$5,266"
no,110,3,3,2,-,acept,not furnished,"R$3,200",R$49,"R$3,897"
yes,230,4,3,3,3,acept,not furnished,"R$7,900",R$101,"R$10,500"
yes,94,2,1,0,3,acept,not furnished,"R$1,200",R$16,"R$1,416"
yes,136,3,3,3,15,acept,furnished,"R$7,900",R$101,"R$9,941"
yes,65,3,2,1,2,acept,not furnished,"R$1,960",R$25,"R$2,632"
yes,98,3,2,0,-,acept,not furnished,"R$1,628",R$21,"R$2,290"
no,560,7,7,8,-,acept,not furnished,"R$9,000",R$136,"R$10,050"
yes,136,3,2,1,10,not acept,furnished,"R$6,500",R$47,"R$8,114"
yes,80,2,1,0,1,not acept,not furnished,"R$1,200",R$16,"R$1,216"
yes,110,3,3,1,11,acept,furnished,"R$3,000",R$39,"R$4,605"
yes,48,1,1,1,8,not acept,not furnished,"R$2,000",R$8,"R$2,423"
yes,450,5,4,3,-,acept,not furnished,"R$12,000",R$181,"R$13,380"
yes,250,4,5,4,2,acept,furnished,"R$15,000",R$191,"R$19,090"
yes,500,4,5,4,-,not acept,furnished,"R$12,750",R$192,"R$15,030"
no,89,3,2,1,7,acept,not furnished,"R$1,800",R$23,"R$2,753"
yes,400,5,3,6,-,acept,not furnished,"R$13,950",R$210,"R$16,040"
yes,90,3,2,2,1,acept,not furnished,"R$2,730",R$35,"R$4,899"
yes,47,2,2,2,6,acept,furnished,"R$2,611",R$34,"R$3,189"
yes,40,1,1,1,13,acept,not furnished,"R$2,990",R$38,"R$5,277"
no,175,3,2,0,-,not acept,not furnished,"R$2,000",R$31,"R$2,031"
yes,80,2,2,2,4,acept,not furnished,"R$2,450",R$32,"R$3,582"
no,63,2,1,1,1,not acept,not furnished,"R$1,300",R$17,"R$1,825"
yes,40,1,1,0,16,acept,not furnished,"R$1,105",R$14,"R$1,699"
yes,35,1,1,0,1,not acept,not furnished,"R$1,305",R$17,"R$1,572"
yes,390,3,3,2,-,acept,not furnished,"R$7,680",R$116,"R$8,396"
yes,40,1,1,0,1,not acept,not furnished,"R$1,300",R$17,"R$1,917"
yes,135,3,3,2,14,acept,furnished,"R$2,690",R$35,"R$4,032"
yes,37,1,1,0,12,not acept,not furnished,"R$2,900",R$37,"R$3,352"
yes,60,2,2,1,22,not acept,furnished,"R$4,000",R$51,"R$4,601"
yes,380,4,2,4,-,acept,not furnished,"R$4,600",R$70,"R$5,370"
no,55,1,1,1,3,not acept,not furnished,"R$1,100",R$14,"R$1,404"
yes,140,3,3,2,-,acept,furnished,"R$4,900",R$74,"R$4,999"
yes,171,3,2,1,13,acept,not furnished,"R$2,500",R$32,"R$4,032"
yes,45,1,1,1,12,not acept,not furnished,"R$2,860",R$13,"R$3,961"
yes,300,3,2,4,-,acept,not furnished,"R$2,700",R$41,"R$2,991"
no,430,4,5,5,-,acept,not furnished,"R$13,000",R$196,"R$13,670"
yes,217,3,4,3,1,acept,not furnished,"R$6,500",R$83,"R$9,467"
yes,58,2,1,1,4,not acept,furnished,"R$2,493",R$9,"R$3,218"
yes,45,2,1,0,1,not acept,not furnished,"R$1,270",R$17,"R$1,387"
yes,55,2,1,1,18,acept,not furnished,"R$1,990",R$26,"R$2,731"
yes,200,2,2,6,-,acept,not furnished,"R$4,500",R$68,"R$4,860"
yes,59,2,2,1,3,acept,not furnished,"R$2,880",R$13,"R$4,233"
yes,38,1,1,1,12,acept,furnished,"R$2,000",R$26,"R$2,706"
yes,65,2,2,1,14,not acept,not furnished,"R$1,300",R$17,"R$1,930"
yes,170,3,2,1,12,acept,furnished,"R$5,500",R$70,"R$7,685"
no,470,4,4,4,15,acept,not furnished,"R$11,000",R$140,"R$16,020"
yes,340,4,5,5,12,acept,not furnished,"R$10,000",R$127,"R$17,380"
no,60,1,1,0,3,acept,not furnished,"R$1,300",R$17,"R$1,642"
yes,40,2,1,0,11,acept,not furnished,"R$2,500",R$32,"R$3,187"
yes,160,3,3,2,-,acept,not furnished,"R$4,680",R$71,"R$4,963"
yes,20,1,1,0,5,acept,furnished,"R$1,800",R$23,"R$2,555"
yes,45,1,1,0,12,not acept,not furnished,"R$3,400",R$44,"R$3,938"
yes,52,2,1,0,3,acept,not furnished,"R$1,340",R$17,"R$1,357"
no,276,3,4,3,11,acept,not furnished,"R$7,000",R$89,"R$10,270"
yes,30,1,1,0,-,not acept,not furnished,R$850,R$13,R$930
yes,51,2,1,1,16,not acept,not furnished,"R$3,350",R$43,"R$3,941"
yes,230,4,6,4,12,acept,not furnished,"R$3,500",R$45,"R$9,053"
yes,50,1,1,1,13,acept,not furnished,"R$2,300",R$30,"R$2,984"
yes,380,4,6,4,7,acept,not furnished,"R$4,900",R$63,"R$9,726"
yes,120,3,1,4,-,acept,not furnished,"R$3,500",R$53,"R$3,813"
yes,300,4,3,2,-,acept,furnished,"R$15,000",R$226,"R$16,270"
yes,198,3,2,2,8,acept,not furnished,"R$3,250",R$42,"R$5,026"
yes,98,2,2,0,8,acept,not furnished,"R$4,500",R$58,"R$5,158"
no,50,1,1,0,3,acept,not furnished,R$650,R$9,R$957
yes,62,2,2,1,8,acept,not furnished,"R$3,600",R$46,"R$4,646"
yes,50,2,2,1,4,acept,furnished,"R$3,115",R$9,"R$4,741"
yes,190,3,2,1,-,acept,furnished,"R$4,500",R$68,"R$4,652"
yes,80,3,3,0,1,not acept,not furnished,"R$2,800",R$36,"R$4,016"
yes,235,4,4,4,5,acept,furnished,"R$14,900",R$189,"R$19,840"
yes,305,3,3,3,8,acept,not furnished,"R$5,500",R$70,"R$10,840"
yes,42,1,1,0,6,acept,not furnished,"R$1,650",R$21,"R$3,145"
yes,120,2,2,2,-,acept,not furnished,"R$2,690",R$41,"R$2,957"
yes,80,3,3,2,-,not acept,furnished,"R$5,000",R$76,"R$5,118"
yes,300,4,3,3,20,acept,not furnished,"R$12,000",R$153,"R$16,180"
yes,106,3,2,2,6,acept,not furnished,"R$6,900",R$88,"R$8,663"
yes,54,1,1,1,2,acept,furnished,"R$4,300",R$55,"R$5,260"
yes,120,2,3,0,-,acept,not furnished,"R$7,000",R$106,"R$7,556"
yes,78,3,3,2,10,acept,not furnished,"R$2,800",R$36,"R$3,592"
yes,70,2,1,0,24,not acept,furnished,"R$3,200",R$41,"R$3,741"
